megadbid,reg_id,year,plot_use,matchto,origplotno,area,wilderns,roundno,year,sampleno,labbatch,scicode,fieldrep,labrep,colldate,hg_ppb,lab,,
2047,6,2010,98968 41 61,1142408,,Wallowa-Whitman NF,Eagle Cap Wilderness,2010-2019,2010,R6_2010094,P130  10-11,Letvul,2,1,8/18/2010,481.99,UMN_RAL,,
4108,6,2010,Starkey4,Starkey4,,Wallowa-Whitman NF,,2010-2019,2010,R6_2010093,P130  10-11,Letvul,1,2,8/15/2010,498.39,UMN_RAL,,
4108,6,2010,Starkey4,Starkey4,,Wallowa-Whitman NF,,2010-2019,2010,R6_2010093,P130  10-11,Letvul,1,1,8/15/2010,499,UMN_RAL,,
106862,6,2013,68060 41 63,1140436,,Wallowa-Whitman NF,Eagle Cap Wilderness,2010-2019,2013,R6_2013136,P045 13-14,Bryfre,1,1,7/14/2013,510.48,UMN_RAL,,
2713,6,2009,95263 41 63,1146420,,Wallowa-Whitman NF,Eagle Cap Wilderness,2000-2009,2009,R6_2009060,P084 09-10,Letvul,2,1,8/5/2009,569.3318747,UMN_RAL,,
106904,6,2013,81427 41 1,1114392,,Wallowa-Whitman NF,,2010-2019,2013,R6_2013133,P045 13-14,Letvul,1,1,7/17/2013,577.58,UMN_RAL,,
106904,6,2013,81427 41 1,1114392,,Wallowa-Whitman NF,,2010-2019,2013,R6_2013132,P045 13-14,Letvul,2,1,7/17/2013,596.19,UMN_RAL,,
106862,6,2013,68060 41 63,1140436,,Wallowa-Whitman NF,Eagle Cap Wilderness,2010-2019,2013,R6_2013137,P045 13-14,Letvul,1,1,7/14/2013,658.54,UMN_RAL,,
3153,6,2008,C2CMcKRC,C2CMcKR,,Willamette NF,,2000-2009,2008,R6_2008022,P004 08-09,Plagla,2,1,7/3/2008,81.76,UMN_RAL,,
3761,6,2011,MSantiam,MSantiam,,Willamette NF,Middle Santiam Wilderness,2010-2019,2011,R6_2011134,P051 11-12,Plagla,1,1,7/11/2011,94.23,UMN_RAL,,
106886,6,2013,85225 41 43,1098160,,Willamette NF,Mount Washington Wilderness,2010-2019,2013,R6_2013193,P045 13-14,Plagla,1,2,8/29/2013,105.95,UMN_RAL,,
106886,6,2013,85225 41 43,1098160,,Willamette NF,Mount Washington Wilderness,2010-2019,2013,R6_2013193,P045 13-14,Plagla,1,1,8/29/2013,110.11,UMN_RAL,,
3738,6,2011,Menageri,Menageri,,Willamette NF,Menagerie Wilderness,2010-2019,2011,R6_2011125,P051 11-12,Plagla,1,1,7/10/2011,110.45,UMN_RAL,,
1275,6,2005,86633 41 39,1070152,,Willamette NF,Diamond Peak Wilderness,2000-2009,2005,R6_2005057,P071 05-06,Plagla,2,1,7/7/2005,117.7,UMN_RAL,,
3738,6,2011,Menageri,Menageri,,Willamette NF,Menagerie Wilderness,2010-2019,2011,R6_2011128,P051 11-12,Plagla,2,1,7/10/2011,119.56,UMN_RAL,,
106884,6,2013,85376 41 39,1096160,,Willamette NF,Mount Washington Wilderness,2010-2019,2013,R6_2013194,P045 13-14,Plagla,1,2,8/31/2013,154.92,UMN_RAL,,
106884,6,2013,85376 41 39,1096160,,Willamette NF,Mount Washington Wilderness,2010-2019,2013,R6_2013194,P045 13-14,Plagla,1,1,8/31/2013,158.07,UMN_RAL,,
106885,6,2013,58298 41 43,1102160,,Willamette NF,Mount Washington Wilderness,2010-2019,2013,R6_2013188,P045 13-14,Plagla,1,1,8/28/2013,182.3,UMN_RAL,,
1275,6,2005,86633 41 39,1070152,,Willamette NF,Diamond Peak Wilderness,2000-2009,2005,R6_2005057,P071 05-06,Plagla,2,2,7/7/2005,189.7,UMN_RAL,,
1725,6,2005,95507 41 43,1102152,,Willamette NF,,2000-2009,2005,R6_2005413,P071 05-06,Plagla,2,1,8/15/2005,195.3,UMN_RAL,,
107834,6,2015,69905 41 43,1100164,,Willamette NF,Mount Washington Wilderness,2010-2019,2015,R6_2015142,P102&127 15-16,Plagla,1,2,7/12/2015,205.75,UMN_RAL,,
107834,6,2015,69905 41 43,1100164,,Willamette NF,Mount Washington Wilderness,2010-2019,2015,R6_2015142,P102&127 15-16,Plagla,1,1,7/12/2015,206.63,UMN_RAL,,
1725,6,2005,95507 41 43,1102152,,Willamette NF,,2000-2009,2005,R6_2005112,P071 05-06,Plagla,1,2,8/15/2005,206.7,UMN_RAL,,
1725,6,2005,95507 41 43,1102152,,Willamette NF,,2000-2009,2005,R6_2005112,P071 05-06,Plagla,1,1,8/15/2005,209.2,UMN_RAL,,
1192,6,2005,67701 41 19,1064132,,Willamette NF,,2000-2009,2005,R6_2005223,P071 05-06,Plagla,1,1,7/5/2005,219.9,UMN_RAL,,
1654,6,2005,79808 41 17,1094168,,Willamette NF,Three Sisters Wilderness,2000-2009,2005,R6_2005025,P071 05-06,Letvul,2,1,8/23/2005,591.8,UMN_RAL,,
1654,6,2005,79808 41 17,1094168,,Willamette NF,Three Sisters Wilderness,2000-2009,2005,R6_2005497,P071 05-06,Letvul,1,1,8/23/2005,653.5,UMN_RAL,,
1828,6,2005,88315 41 43,1116148,,Willamette NF,,2000-2009,2005,R6_2005349,P071 05-06,Plagla,1,1,6/7/2005,716.6,UMN_RAL,,
5901,6,2018,79922 41 35,79922 41 35,1048188,Winema NF,,2010-2019,2018,R6_2018078,P089 18-19,Letvul,1,1,43294,175.84,UMN_RAL,,
5905,6,2018,85667 41 35,85667 41 35,1050176,Winema NF,,2010-2019,2018,R6_2018091,P089 18-19,Letvul,1,1,43659,354.03,UMN_RAL,,
